order_id,customer_id,product_id,order_timestamp,quantity,unit_price,currency,payment_method,order_status,country,city,sales_channel,shipping_cost,discount,total_amount,created_at
390,1586,513,2024-08-05,2,120.58,USD,transfer,paid,Argentina,Sao Paulo,mobile_app,12.24,7.29,233.87,2025-12-18 04:32:18.745153
391,1624,730,2024-03-02,2,165.88,USD,paypal,shipped,Uruguay,Santiago,web,12.06,7.46,324.3,2025-12-18 04:32:18.745153
392,1967,583,2024-06-05,1,172.37,USD,transfer,paid,Brazil,Sao Paulo,mobile_app,17.3,11.36,161.01,2025-12-18 04:32:18.745153
393,1419,629,2024-07-20,2,95.41,USD,paypal,cancelled,Brazil,Sao Paulo,mobile_app,19.93,24.54,166.28,2025-12-18 04:32:18.745153
394,1421,730,2024-01-17,4,157.93,USD,credit_card,delivered,Uruguay,Buenos Aires,mobile_app,11.15,27.39,604.33,2025-12-18 04:32:18.745153
395,1103,644,2024-11-17,1,189.64,USD,transfer,cancelled,Uruguay,Montevideo,web,8.21,6.07,183.57,2025-12-18 04:32:18.745153
396,1851,527,2024-01-06,1,58.66,USD,debit_card,created,Chile,Buenos Aires,web,5.35,16.29,42.37,2025-12-18 04:32:18.745153
397,1253,565,2024-02-27,4,82.6,USD,debit_card,cancelled,Argentina,Santiago,web,2.09,19.11,311.28999999999996,2025-12-18 04:32:18.745153
398,1226,662,2024-11-20,1,186.64,USD,paypal,paid,Uruguay,Sao Paulo,web,11.16,15.65,170.98999999999998,2025-12-18 04:32:18.745153
399,1111,728,2024-11-13,2,70.96,USD,debit_card,shipped,Chile,Sao Paulo,web,12.0,13.02,128.89999999999998,2025-12-18 04:32:18.745153
400,1509,760,2024-06-17,3,183.21,USD,transfer,delivered,Brazil,Sao Paulo,mobile_app,16.85,5.76,543.87,2025-12-18 04:32:18.745153
401,1472,663,2024-03-22,4,196.3,USD,credit_card,cancelled,Brazil,Sao Paulo,web,11.08,14.65,770.5500000000001,2025-12-18 04:32:18.745153
402,1098,786,2024-08-06,2,134.05,USD,paypal,cancelled,Brazil,Sao Paulo,mobile_app,18.5,12.04,256.06,2025-12-18 04:32:18.745153
403,1152,509,2024-06-25,4,164.29,USD,transfer,shipped,Brazil,Sao Paulo,web,13.31,23.87,633.29,2025-12-18 04:32:18.745153
404,1860,694,2024-07-22,4,151.16,USD,paypal,delivered,Chile,Santiago,web,17.13,22.91,581.73,2025-12-18 04:32:18.745153
405,1913,617,2024-03-11,1,141.41,USD,credit_card,cancelled,Argentina,Sao Paulo,web,4.67,4.02,137.39,2025-12-18 04:32:18.745153
406,1895,769,2024-09-22,1,64.85,USD,paypal,cancelled,Chile,Sao Paulo,mobile_app,17.4,2.66,62.19,2025-12-18 04:32:18.745153
407,1877,579,2024-04-07,2,16.13,USD,debit_card,paid,Argentina,Sao Paulo,mobile_app,14.15,27.24,5.02,2025-12-18 04:32:18.745153
408,1337,592,2024-12-10,4,71.9,USD,debit_card,paid,Brazil,Santiago,mobile_app,5.06,16.07,271.53000000000003,2025-12-18 04:32:18.745153
409,1705,765,2024-10-17,1,135.05,USD,paypal,created,Uruguay,Sao Paulo,web,5.42,25.73,109.32000000000001,2025-12-18 04:32:18.745153
410,1821,756,2024-07-26,1,24.99,USD,credit_card,shipped,Uruguay,Santiago,web,18.68,1.74,23.25,2025-12-18 04:32:18.745153
411,1162,632,2024-01-02,4,7.32,USD,credit_card,delivered,Uruguay,Buenos Aires,web,2.58,15.8,13.48,2025-12-18 04:32:18.745153
412,1719,775,2024-05-03,2,32.24,USD,debit_card,cancelled,Argentina,Sao Paulo,web,10.33,16.18,48.300000000000004,2025-12-18 04:32:18.745153
413,1956,763,2024-10-06,2,144.57,USD,credit_card,cancelled,Brazil,Montevideo,web,7.64,25.82,263.32,2025-12-18 04:32:18.745153
414,1680,670,2024-03-14,4,194.69,USD,paypal,created,Chile,Santiago,web,13.97,2.93,775.83,2025-12-18 04:32:18.745153
415,1995,500,2024-06-14,2,196.7,USD,transfer,cancelled,Uruguay,Buenos Aires,mobile_app,17.11,7.21,386.19,2025-12-18 04:32:18.745153
416,1160,563,2024-01-22,1,101.33,USD,paypal,shipped,Argentina,Santiago,mobile_app,8.49,12.2,89.13,2025-12-18 04:32:18.745153
417,1579,783,2024-06-02,4,174.52,USD,debit_card,created,Uruguay,Santiago,web,9.68,25.98,672.1,2025-12-18 04:32:18.745153
418,1800,620,2024-10-21,1,148.68,USD,debit_card,shipped,Chile,Buenos Aires,mobile_app,19.67,28.17,120.51,2025-12-18 04:32:18.745153
419,1397,606,2024-08-06,3,102.7,USD,debit_card,created,Brazil,Sao Paulo,mobile_app,16.11,29.78,278.32000000000005,2025-12-18 04:32:18.745153
420,1276,674,2024-06-05,3,116.69,USD,credit_card,cancelled,Chile,Sao Paulo,mobile_app,18.15,28.78,321.28999999999996,2025-12-18 04:32:18.745153
421,1815,703,2024-08-17,2,31.76,USD,paypal,created,Brazil,Santiago,web,9.9,0.18,63.34,2025-12-18 04:32:18.745153
422,1915,664,2024-01-20,3,187.84,USD,transfer,paid,Brazil,Buenos Aires,web,6.21,1.43,562.09,2025-12-18 04:32:18.745153
423,1503,619,2024-02-10,1,73.63,USD,paypal,delivered,Brazil,Sao Paulo,web,9.41,4.43,69.19999999999999,2025-12-18 04:32:18.745153
424,1895,543,2024-05-27,3,92.0,USD,transfer,cancelled,Uruguay,Santiago,web,14.89,10.47,265.53,2025-12-18 04:32:18.745153
425,1391,655,2024-04-17,1,135.97,USD,paypal,delivered,Chile,Montevideo,mobile_app,3.97,24.9,111.07,2025-12-18 04:32:18.745153
426,1134,706,2024-03-24,2,70.11,USD,debit_card,cancelled,Uruguay,Buenos Aires,web,6.87,26.78,113.44,2025-12-18 04:32:18.745153
427,1194,607,2024-11-17,2,54.58,USD,transfer,delivered,Chile,Montevideo,web,2.84,5.61,103.55,2025-12-18 04:32:18.745153
428,1400,750,2024-11-04,1,128.05,USD,paypal,paid,Argentina,Montevideo,web,9.78,18.59,109.46000000000001,2025-12-18 04:32:18.745153
429,1639,629,2024-10-16,3,9.87,USD,credit_card,delivered,Argentina,Santiago,mobile_app,16.89,27.52,2.09,2025-12-18 04:32:18.745153
430,1032,792,2024-11-18,2,145.54,USD,credit_card,created,Chile,Buenos Aires,mobile_app,2.44,13.91,277.16999999999996,2025-12-18 04:32:18.745153
431,1687,519,2024-05-13,4,105.23,USD,paypal,delivered,Chile,Sao Paulo,mobile_app,14.16,3.11,417.81,2025-12-18 04:32:18.745153
432,1459,781,2024-07-25,2,123.12,USD,debit_card,cancelled,Chile,Sao Paulo,mobile_app,18.78,13.73,232.51000000000002,2025-12-18 04:32:18.745153
433,1954,784,2024-10-09,3,128.22,USD,transfer,shipped,Chile,Santiago,mobile_app,6.26,11.27,373.39,2025-12-18 04:32:18.745153
434,1882,500,2024-09-22,4,107.77,USD,paypal,delivered,Brazil,Sao Paulo,web,14.49,17.33,413.75,2025-12-18 04:32:18.745153
435,1469,618,2024-03-13,3,118.59,USD,credit_card,delivered,Uruguay,Sao Paulo,mobile_app,19.55,13.16,342.60999999999996,2025-12-18 04:32:18.745153
436,1374,534,2024-12-17,1,138.34,USD,transfer,delivered,Brazil,Montevideo,mobile_app,19.32,0.52,137.82,2025-12-18 04:32:18.745153
437,1021,697,2024-02-17,4,151.86,USD,credit_card,cancelled,Uruguay,Montevideo,web,6.23,29.82,577.62,2025-12-18 04:32:18.745153
438,1749,744,2024-11-21,3,146.85,USD,credit_card,delivered,Uruguay,Buenos Aires,web,3.81,16.31,424.23999999999995,2025-12-18 04:32:18.745153
439,1669,558,2024-08-20,4,174.58,USD,paypal,cancelled,Uruguay,Montevideo,web,4.67,14.21,684.11,2025-12-18 04:32:18.745153
440,1037,660,2024-04-09,3,41.94,USD,credit_card,cancelled,Brazil,Sao Paulo,mobile_app,14.64,28.64,97.17999999999999,2025-12-18 04:32:18.745153
441,1229,678,2024-02-28,4,83.22,USD,transfer,shipped,Chile,Buenos Aires,web,15.06,4.68,328.2,2025-12-18 04:32:18.745153
442,1364,705,2024-09-14,3,189.82,USD,debit_card,created,Brazil,Buenos Aires,mobile_app,14.14,5.68,563.7800000000001,2025-12-18 04:32:18.745153
443,1562,511,2024-03-05,1,82.34,USD,paypal,cancelled,Brazil,Santiago,web,8.05,24.24,58.10000000000001,2025-12-18 04:32:18.745153
444,1437,775,2024-03-23,4,29.35,USD,transfer,paid,Uruguay,Montevideo,mobile_app,5.06,7.82,109.58000000000001,2025-12-18 04:32:18.745153
445,1775,680,2024-06-02,4,107.46,USD,paypal,delivered,Argentina,Buenos Aires,mobile_app,12.45,23.98,405.85999999999996,2025-12-18 04:32:18.745153
446,1282,741,2024-09-22,4,26.35,USD,credit_card,paid,Argentina,Sao Paulo,mobile_app,10.71,8.15,97.25,2025-12-18 04:32:18.745153
447,1026,715,2024-11-04,4,44.56,USD,credit_card,delivered,Brazil,Buenos Aires,mobile_app,15.12,1.0,177.24,2025-12-18 04:32:18.745153
448,1225,750,2024-03-19,1,199.67,USD,transfer,shipped,Uruguay,Buenos Aires,web,9.94,15.51,184.16,2025-12-18 04:32:18.745153
449,1276,798,2024-11-10,4,110.57,USD,transfer,cancelled,Brazil,Santiago,web,8.1,5.9,436.38,2025-12-18 04:32:18.745153
450,1797,625,2024-05-29,2,60.39,USD,debit_card,created,Brazil,Sao Paulo,mobile_app,7.28,22.74,98.04,2025-12-18 04:32:18.745153
451,1608,716,2024-02-17,1,198.98,USD,transfer,cancelled,Chile,Sao Paulo,web,5.81,19.24,179.73999999999998,2025-12-18 04:32:18.745153
452,1283,784,2024-09-04,2,193.48,USD,transfer,delivered,Uruguay,Montevideo,mobile_app,6.78,27.71,359.25,2025-12-18 04:32:18.745153
453,1878,684,2024-10-04,4,90.94,USD,paypal,created,Argentina,Sao Paulo,web,3.71,23.49,340.27,2025-12-18 04:32:18.745153
454,1959,538,2024-12-21,3,55.78,USD,credit_card,cancelled,Argentina,Buenos Aires,web,8.24,5.42,161.92000000000002,2025-12-18 04:32:18.745153
455,1480,722,2024-04-07,2,168.49,USD,transfer,created,Argentina,Sao Paulo,mobile_app,2.66,24.0,312.98,2025-12-18 04:32:18.745153
456,1452,683,2024-01-25,4,144.55,USD,debit_card,delivered,Brazil,Sao Paulo,mobile_app,5.36,19.25,558.95,2025-12-18 04:32:18.745153
457,1828,677,2024-10-10,2,138.95,USD,transfer,shipped,Uruguay,Buenos Aires,web,15.44,20.07,257.83,2025-12-18 04:32:18.745153
458,1815,793,2024-10-27,4,179.16,USD,credit_card,shipped,Chile,Santiago,mobile_app,7.86,24.97,691.67,2025-12-18 04:32:18.745153
459,1658,650,2024-03-08,4,139.44,USD,transfer,cancelled,Argentina,Montevideo,web,14.03,17.21,540.55,2025-12-18 04:32:18.745153
460,1515,625,2024-01-07,4,60.34,USD,paypal,paid,Uruguay,Montevideo,web,14.9,13.98,227.38000000000002,2025-12-18 04:32:18.745153
461,1546,733,2024-10-31,3,140.3,USD,credit_card,delivered,Argentina,Santiago,web,12.46,19.1,401.8,2025-12-18 04:32:18.745153
462,1191,507,2024-05-16,2,64.63,USD,transfer,cancelled,Chile,Buenos Aires,mobile_app,19.26,8.94,120.32,2025-12-18 04:32:18.745153
463,1048,628,2024-06-12,1,153.05,USD,paypal,cancelled,Uruguay,Montevideo,mobile_app,2.39,5.48,147.57000000000002,2025-12-18 04:32:18.745153
464,1511,763,2024-03-23,1,125.85,USD,credit_card,shipped,Brazil,Santiago,web,15.3,18.5,107.35,2025-12-18 04:32:18.745153
465,1016,656,2024-05-17,1,20.1,USD,transfer,created,Brazil,Santiago,mobile_app,19.26,7.02,13.080000000000002,2025-12-18 04:32:18.745153
466,1171,504,2024-03-13,1,105.0,USD,paypal,delivered,Argentina,Santiago,mobile_app,17.52,2.4,102.6,2025-12-18 04:32:18.745153
467,1219,585,2024-08-24,4,71.94,USD,debit_card,created,Argentina,Montevideo,web,5.02,0.02,287.74,2025-12-18 04:32:18.745153
468,1157,674,2024-02-15,2,69.07,USD,paypal,delivered,Uruguay,Montevideo,mobile_app,7.88,18.25,119.88999999999999,2025-12-18 04:32:18.745153
469,1476,789,2024-04-15,2,122.44,USD,debit_card,paid,Chile,Montevideo,mobile_app,5.1,10.86,234.01999999999998,2025-12-18 04:32:18.745153
470,1045,692,2024-10-14,3,67.85,USD,transfer,shipped,Argentina,Montevideo,web,12.82,22.57,180.98,2025-12-18 04:32:18.745153
471,1372,618,2024-09-18,2,156.49,USD,paypal,paid,Uruguay,Sao Paulo,mobile_app,14.82,11.26,301.72,2025-12-18 04:32:18.745153
472,1517,717,2024-06-24,2,18.8,USD,debit_card,cancelled,Chile,Santiago,web,7.71,14.58,23.020000000000003,2025-12-18 04:32:18.745153
473,1098,613,2024-06-14,2,133.78,USD,credit_card,shipped,Argentina,Sao Paulo,mobile_app,11.71,12.21,255.35,2025-12-18 04:32:18.745153
474,1891,644,2024-05-24,3,162.79,USD,paypal,cancelled,Argentina,Santiago,mobile_app,14.44,19.52,468.85,2025-12-18 04:32:18.745153
475,1744,525,2024-11-25,1,136.2,USD,transfer,paid,Uruguay,Montevideo,web,9.58,10.68,125.51999999999998,2025-12-18 04:32:18.745153
476,1036,635,2024-10-09,2,101.96,USD,credit_card,delivered,Argentina,Montevideo,web,17.37,28.91,175.01,2025-12-18 04:32:18.745153
477,1279,731,2024-02-23,3,190.31,USD,debit_card,cancelled,Brazil,Sao Paulo,mobile_app,15.89,28.08,542.85,2025-12-18 04:32:18.745153
478,1348,575,2024-06-26,3,63.49,USD,paypal,created,Chile,Buenos Aires,web,3.16,25.44,165.03,2025-12-18 04:32:18.745153
479,1496,788,2024-08-31,4,8.74,USD,paypal,delivered,Chile,Montevideo,web,13.18,27.61,7.350000000000001,2025-12-18 04:32:18.745153
480,1301,500,2024-12-06,3,89.24,USD,transfer,delivered,Brazil,Buenos Aires,mobile_app,6.24,13.47,254.24999999999997,2025-12-18 04:32:18.745153
481,1180,646,2024-05-06,1,11.44,USD,credit_card,paid,Uruguay,Santiago,web,12.04,16.09,0.0,2025-12-18 04:32:18.745153
482,1606,786,2024-09-27,2,191.02,USD,paypal,paid,Brazil,Sao Paulo,mobile_app,19.22,22.26,359.78000000000003,2025-12-18 04:32:18.745153
483,1098,641,2024-05-11,3,45.93,USD,paypal,shipped,Brazil,Buenos Aires,mobile_app,17.82,20.88,116.91,2025-12-18 04:32:18.745153
484,1699,552,2024-04-02,1,158.84,USD,credit_card,shipped,Chile,Buenos Aires,web,9.28,26.72,132.12,2025-12-18 04:32:18.745153
485,1992,568,2024-03-13,3,156.04,USD,paypal,created,Uruguay,Montevideo,mobile_app,7.25,21.49,446.63,2025-12-18 04:32:18.745153
486,1115,589,2024-09-04,3,47.46,USD,credit_card,delivered,Argentina,Buenos Aires,web,6.22,29.94,112.44,2025-12-18 04:32:18.745153
487,1190,719,2024-12-13,3,126.14,USD,credit_card,created,Brazil,Buenos Aires,mobile_app,11.59,10.46,367.96000000000004,2025-12-18 04:32:18.745153
488,1252,691,2024-09-29,3,14.38,USD,credit_card,created,Brazil,Santiago,web,4.06,24.99,18.150000000000002,2025-12-18 04:32:18.745153
489,1980,562,2024-02-12,3,99.3,USD,transfer,paid,Uruguay,Sao Paulo,web,11.89,20.93,276.96999999999997,2025-12-18 04:32:18.745153
490,1927,572,2024-02-10,1,7.86,USD,credit_card,created,Brazil,Montevideo,mobile_app,2.02,20.74,0.0,2025-12-18 04:32:18.745153
491,1982,660,2024-06-18,2,184.62,USD,credit_card,created,Uruguay,Montevideo,web,7.83,9.78,359.46000000000004,2025-12-18 04:32:18.745153
492,1160,668,2024-07-30,2,195.34,USD,debit_card,cancelled,Argentina,Buenos Aires,web,5.96,23.57,367.11,2025-12-18 04:32:18.745153
493,1255,588,2024-06-16,2,48.35,USD,debit_card,shipped,Uruguay,Santiago,web,19.48,27.01,69.69,2025-12-18 04:32:18.745153
494,1322,675,2024-02-08,2,45.58,USD,transfer,shipped,Argentina,Buenos Aires,mobile_app,15.09,6.56,84.6,2025-12-18 04:32:18.745153
495,1127,768,2024-09-01,1,151.98,USD,credit_card,delivered,Uruguay,Buenos Aires,mobile_app,8.29,18.76,133.22,2025-12-18 04:32:18.745153
496,1017,572,2024-05-30,4,54.41,USD,debit_card,shipped,Brazil,Montevideo,web,3.67,11.76,205.88,2025-12-18 04:32:18.745153
497,1792,744,2024-04-20,4,179.54,USD,debit_card,delivered,Argentina,Buenos Aires,web,11.3,29.69,688.4699999999999,2025-12-18 04:32:18.745153
498,1734,576,2024-02-16,1,116.92,USD,paypal,cancelled,Brazil,Buenos Aires,mobile_app,5.84,14.36,102.56,2025-12-18 04:32:18.745153
499,1565,658,2024-03-03,1,73.4,USD,credit_card,shipped,Argentina,Santiago,mobile_app,11.66,6.85,66.55000000000001,2025-12-18 04:32:18.745153
500,1569,597,2024-08-12,3,167.38,USD,debit_card,cancelled,Uruguay,Montevideo,mobile_app,17.04,11.46,490.68,2025-12-18 04:32:18.745153
501,1322,601,2024-03-09,3,101.21,USD,transfer,shipped,Uruguay,Sao Paulo,web,13.08,19.62,284.01,2025-12-18 04:32:18.745153
502,1871,631,2024-10-25,3,182.77,USD,paypal,shipped,Uruguay,Santiago,mobile_app,13.41,2.28,546.0300000000001,2025-12-18 04:32:18.745153
503,1685,601,2024-10-16,2,185.96,USD,paypal,cancelled,Chile,Santiago,web,11.74,18.11,353.81,2025-12-18 04:32:18.745153
504,1791,518,2024-10-22,3,37.26,USD,credit_card,created,Chile,Santiago,mobile_app,18.69,27.94,83.84,2025-12-18 04:32:18.745153
505,1625,581,2024-07-21,4,5.45,USD,credit_card,created,Argentina,Montevideo,web,18.77,25.51,0.0,2025-12-18 04:32:18.745153
506,1287,778,2024-03-01,2,196.87,USD,paypal,created,Chile,Buenos Aires,mobile_app,11.23,2.03,391.71000000000004,2025-12-18 04:32:18.745153
507,1942,628,2024-11-13,3,181.7,USD,transfer,created,Uruguay,Sao Paulo,web,7.5,29.8,515.3,2025-12-18 04:32:18.745153
508,1853,588,2024-11-09,2,15.81,USD,credit_card,shipped,Chile,Montevideo,mobile_app,10.27,20.96,10.66,2025-12-18 04:32:18.745153
509,1662,712,2024-06-09,4,167.44,USD,credit_card,paid,Chile,Buenos Aires,mobile_app,5.36,4.87,664.89,2025-12-18 04:32:18.745153
510,1961,642,2024-11-26,3,94.27,USD,paypal,cancelled,Brazil,Santiago,web,13.45,0.37,282.44,2025-12-18 04:32:18.745153
511,1638,564,2024-01-16,4,55.5,USD,paypal,paid,Argentina,Montevideo,mobile_app,11.0,5.14,216.86,2025-12-18 04:32:18.745153
512,1154,575,2024-12-03,4,176.36,USD,credit_card,paid,Argentina,Buenos Aires,mobile_app,3.86,25.15,680.2900000000001,2025-12-18 04:32:18.745153
513,1489,698,2024-04-03,4,43.35,USD,debit_card,delivered,Argentina,Sao Paulo,mobile_app,5.56,0.65,172.75,2025-12-18 04:32:18.745153
514,1385,642,2024-10-30,3,189.72,USD,credit_card,created,Chile,Sao Paulo,mobile_app,10.63,6.99,562.17,2025-12-18 04:32:18.745153
515,1985,592,2024-05-17,1,45.1,USD,debit_card,shipped,Uruguay,Buenos Aires,web,17.98,22.72,22.380000000000003,2025-12-18 04:32:18.745153
516,1784,723,2024-12-03,3,124.67,USD,paypal,created,Brazil,Montevideo,web,12.2,17.58,356.43,2025-12-18 04:32:18.745153
517,1103,790,2024-02-07,4,48.5,USD,debit_card,created,Argentina,Santiago,mobile_app,14.27,23.48,170.52,2025-12-18 04:32:18.745153
518,1928,601,2024-05-06,3,111.41,USD,transfer,paid,Chile,Buenos Aires,web,8.1,22.38,311.85,2025-12-18 04:32:18.745153
519,1392,766,2024-10-01,4,138.38,USD,paypal,delivered,Uruguay,Santiago,web,12.29,1.52,552.0,2025-12-18 04:32:18.745153
520,1810,609,2024-06-12,1,42.09,USD,credit_card,created,Brazil,Sao Paulo,web,10.05,26.78,15.310000000000002,2025-12-18 04:32:18.745153
521,1245,764,2024-11-14,2,106.57,USD,credit_card,cancelled,Brazil,Buenos Aires,web,13.86,6.81,206.32999999999998,2025-12-18 04:32:18.745153
522,1175,502,2024-03-17,1,96.47,USD,paypal,cancelled,Argentina,Sao Paulo,web,2.91,16.6,79.87,2025-12-18 04:32:18.745153
523,1038,584,2024-06-22,1,18.85,USD,paypal,created,Argentina,Santiago,mobile_app,10.88,19.33,0.0,2025-12-18 04:32:18.745153
524,1476,781,2024-12-23,2,164.57,USD,transfer,paid,Uruguay,Santiago,web,7.33,5.06,324.08,2025-12-18 04:32:18.745153
525,1681,616,2024-11-16,3,70.46,USD,paypal,paid,Chile,Buenos Aires,mobile_app,7.87,29.29,182.09,2025-12-18 04:32:18.745153
526,1758,720,2024-03-31,2,117.04,USD,credit_card,shipped,Uruguay,Buenos Aires,web,19.3,14.64,219.44,2025-12-18 04:32:18.745153
527,1537,653,2024-08-25,3,105.38,USD,transfer,delivered,Argentina,Buenos Aires,mobile_app,5.29,1.73,314.40999999999997,2025-12-18 04:32:18.745153
528,1866,652,2024-09-20,3,105.09,USD,credit_card,paid,Uruguay,Sao Paulo,mobile_app,7.6,28.12,287.15,2025-12-18 04:32:18.745153
529,1817,511,2024-06-27,4,25.91,USD,debit_card,shipped,Chile,Santiago,mobile_app,11.18,17.59,86.05,2025-12-18 04:32:18.745153
530,1920,632,2024-07-27,4,87.58,USD,paypal,cancelled,Brazil,Santiago,web,17.53,20.98,329.34,2025-12-18 04:32:18.745153
531,1407,792,2024-03-13,2,93.21,USD,debit_card,cancelled,Brazil,Sao Paulo,web,9.5,15.76,170.66,2025-12-18 04:32:18.745153
532,1524,799,2024-04-16,1,148.06,USD,credit_card,cancelled,Brazil,Buenos Aires,mobile_app,15.39,25.04,123.02000000000001,2025-12-18 04:32:18.745153
533,1827,727,2024-12-10,2,168.8,USD,debit_card,created,Brazil,Montevideo,mobile_app,17.41,0.99,336.61,2025-12-18 04:32:18.745153
534,1505,770,2024-10-21,3,111.27,USD,debit_card,delivered,Argentina,Buenos Aires,web,7.58,8.05,325.76,2025-12-18 04:32:18.745153
535,1902,542,2024-10-10,4,21.92,USD,credit_card,shipped,Argentina,Montevideo,web,9.07,14.09,73.59,2025-12-18 04:32:18.745153
536,1824,520,2024-12-18,2,51.19,USD,credit_card,delivered,Chile,Montevideo,mobile_app,8.42,2.3,100.08,2025-12-18 04:32:18.745153
537,1035,606,2024-06-30,2,37.16,USD,paypal,created,Chile,Sao Paulo,web,16.99,21.18,53.13999999999999,2025-12-18 04:32:18.745153
538,1684,616,2024-02-06,4,29.3,USD,debit_card,shipped,Chile,Santiago,web,2.8,11.81,105.39,2025-12-18 04:32:18.745153
539,1019,623,2024-05-16,4,76.35,USD,transfer,shipped,Chile,Santiago,web,7.55,8.18,297.21999999999997,2025-12-18 04:32:18.745153
540,1320,780,2024-12-03,4,49.73,USD,transfer,paid,Uruguay,Santiago,web,14.23,0.1,198.82,2025-12-18 04:32:18.745153
541,1775,791,2024-02-25,3,47.57,USD,credit_card,delivered,Chile,Santiago,web,12.18,21.59,121.12,2025-12-18 04:32:18.745153
542,1511,702,2024-07-05,4,15.67,USD,credit_card,delivered,Brazil,Sao Paulo,web,9.85,25.01,37.67,2025-12-18 04:32:18.745153
543,1399,550,2024-12-06,1,8.45,USD,debit_card,paid,Brazil,Montevideo,mobile_app,11.72,11.85,0.0,2025-12-18 04:32:18.745153
544,1653,770,2024-09-14,2,25.04,USD,credit_card,cancelled,Brazil,Santiago,mobile_app,5.56,16.93,33.15,2025-12-18 04:32:18.745153
545,1971,776,2024-02-27,4,38.58,USD,transfer,created,Uruguay,Montevideo,mobile_app,9.75,6.83,147.48999999999998,2025-12-18 04:32:18.745153
546,1882,640,2024-12-28,4,89.04,USD,paypal,delivered,Chile,Sao Paulo,mobile_app,11.03,18.67,337.49,2025-12-18 04:32:18.745153
547,1470,774,2024-05-02,3,104.55,USD,paypal,paid,Brazil,Buenos Aires,mobile_app,18.22,0.36,313.28999999999996,2025-12-18 04:32:18.745153
548,1142,789,2024-07-06,3,32.42,USD,debit_card,shipped,Brazil,Sao Paulo,mobile_app,6.7,14.66,82.60000000000001,2025-12-18 04:32:18.745153
549,1091,551,2024-08-17,2,87.83,USD,paypal,paid,Brazil,Santiago,web,17.62,19.33,156.32999999999998,2025-12-18 04:32:18.745153
550,1353,526,2024-06-16,1,71.64,USD,credit_card,cancelled,Brazil,Buenos Aires,web,13.6,27.55,44.09,2025-12-18 04:32:18.745153
551,1833,656,2024-04-23,2,40.77,USD,credit_card,created,Argentina,Sao Paulo,mobile_app,2.37,11.44,70.10000000000001,2025-12-18 04:32:18.745153
552,1799,738,2024-09-08,4,6.33,USD,credit_card,cancelled,Chile,Sao Paulo,mobile_app,15.04,22.96,2.3599999999999994,2025-12-18 04:32:18.745153
553,1726,655,2024-04-16,1,96.07,USD,credit_card,shipped,Chile,Montevideo,mobile_app,2.64,17.93,78.13999999999999,2025-12-18 04:32:18.745153
554,1958,790,2024-02-06,1,138.7,USD,debit_card,shipped,Uruguay,Sao Paulo,web,19.95,27.81,110.88999999999999,2025-12-18 04:32:18.745153
555,1853,635,2024-11-30,1,49.12,USD,paypal,shipped,Argentina,Buenos Aires,web,17.71,11.95,37.17,2025-12-18 04:32:18.745153
556,1050,643,2024-04-01,1,30.7,USD,transfer,shipped,Uruguay,Sao Paulo,web,7.35,9.57,21.13,2025-12-18 04:32:18.745153
557,1664,605,2024-01-18,2,177.97,USD,paypal,paid,Brazil,Santiago,web,6.63,26.61,329.33,2025-12-18 04:32:18.745153
558,1697,657,2024-12-19,3,58.63,USD,credit_card,shipped,Uruguay,Montevideo,mobile_app,8.87,1.48,174.41000000000003,2025-12-18 04:32:18.745153
559,1574,645,2024-03-03,3,48.6,USD,transfer,shipped,Brazil,Buenos Aires,mobile_app,8.41,4.09,141.71,2025-12-18 04:32:18.745153
560,1189,501,2024-05-29,4,172.13,USD,debit_card,paid,Brazil,Buenos Aires,mobile_app,8.7,2.47,686.05,2025-12-18 04:32:18.745153
561,1124,576,2024-05-18,3,164.34,USD,credit_card,shipped,Chile,Sao Paulo,mobile_app,7.73,25.29,467.72999999999996,2025-12-18 04:32:18.745153
562,1149,631,2024-07-04,3,92.43,USD,credit_card,cancelled,Chile,Santiago,web,13.18,0.32,276.97,2025-12-18 04:32:18.745153
563,1313,589,2024-07-03,3,100.4,USD,transfer,cancelled,Chile,Montevideo,web,4.96,25.85,275.35,2025-12-18 04:32:18.745153
564,1569,762,2024-07-23,3,47.46,USD,debit_card,delivered,Chile,Buenos Aires,mobile_app,17.23,13.54,128.84,2025-12-18 04:32:18.745153
565,1341,607,2024-09-16,4,20.27,USD,transfer,cancelled,Chile,Montevideo,web,16.62,0.12,80.96,2025-12-18 04:32:18.745153
566,1304,573,2024-08-01,2,116.82,USD,debit_card,created,Argentina,Sao Paulo,web,10.58,12.05,221.58999999999997,2025-12-18 04:32:18.745153
567,1691,538,2024-09-12,1,24.18,USD,credit_card,created,Chile,Santiago,web,17.35,5.6,18.58,2025-12-18 04:32:18.745153
568,1681,658,2024-05-14,3,92.61,USD,paypal,created,Uruguay,Sao Paulo,web,6.45,18.73,259.09999999999997,2025-12-18 04:32:18.745153
569,1837,570,2024-03-01,2,188.4,USD,credit_card,paid,Brazil,Montevideo,mobile_app,2.32,20.38,356.42,2025-12-18 04:32:18.745153
570,1782,740,2024-12-28,3,190.8,USD,paypal,cancelled,Chile,Sao Paulo,web,13.15,14.63,557.7700000000001,2025-12-18 04:32:18.745153
571,1053,797,2024-11-05,3,51.67,USD,paypal,created,Argentina,Montevideo,mobile_app,10.24,1.22,153.79,2025-12-18 04:32:18.745153
